No,GH Project,Link SO,Snippet ID,Dataset Status,Before Dataset Path,After Dataset Path,Stack Overflow Java File Path,Stack Overflow Method Name,Stack Overflow Start Line,Stack Overflow End Line,Final Manual Validation,Recommendation Type
266,devil-chen,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agress Yes,Improving Code
41,devs-immortal,https://stackoverflow.com/questions/65112087,so_65112087_block_2,ELIGIBLE,dataset/before/so_65112087_block_2.java,dataset/after/so_65112087_block_2.java,65112087/65112087_2_236114933.java,method,1,14,Agress Yes,Improving Code
397,dietzm,https://stackoverflow.com/questions/10967469,so_10967469_block_2,ELIGIBLE,dataset/before/so_10967469_block_2.java,dataset/after/so_10967469_block_2.java,10967469/10967469_2_recent.java,method,1,20,Agress Yes,Improving Code
675,dnmilne,https://stackoverflow.com/questions/138950,so_138950_block_6,ELIGIBLE,dataset/before/so_138950_block_6.java,dataset/after/so_138950_block_6.java,138950/138950_6_recent.java,doFilter,15,28,Agree No,""
722,dockstore,https://stackoverflow.com/questions/61006461,so_61006461_block_2,ELIGIBLE,dataset/before/so_61006461_block_2.java,dataset/after/so_61006461_block_2.java,61006461/61006461_2_recent.java,method,1,96,Agress Yes,Improving Code
786,dougkeen,https://stackoverflow.com/questions/27287511,so_27287511_block_2,ELIGIBLE,dataset/before/so_27287511_block_2.java,dataset/after/so_27287511_block_2.java,27287511/27287511_2_79053914.java,method,1,18,Agree No,""
601,douglascraigschmidt,https://stackoverflow.com/questions/27644392,so_27644392_block_4,ELIGIBLE,dataset/before/so_27644392_block_4.java,dataset/after/so_27644392_block_4.java,27644392/27644392_4_103987644.java,method,1,67,Agree No,""
602,douglascraigschmidt,https://stackoverflow.com/questions/27644392,so_27644392_block_4,ELIGIBLE,dataset/before/so_27644392_block_4.java,dataset/after/so_27644392_block_4.java,27644392/27644392_4_103987644.java,method,1,67,Agree No,""
423,dragome,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agress Yes,Improving Code
424,dragome,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agree No,""
425,dragome,https://stackoverflow.com/questions/16799135,so_16799135_block_10,ELIGIBLE,dataset/before/so_16799135_block_10.java,dataset/after/so_16799135_block_10.java,16799135/16799135_10_41317480.java,method,1,23,Agree No,""
426,dragome,https://stackoverflow.com/questions/55728841,so_55728841_block_2,ELIGIBLE,dataset/before/so_55728841_block_2.java,dataset/after/so_55728841_block_2.java,55728841/55728841_2_recent.java,method,1,37,Agress Yes,Improving Code
101,dragon66,https://stackoverflow.com/questions/28458368,so_28458368_block_4,ELIGIBLE,dataset/before/so_28458368_block_4.java,dataset/after/so_28458368_block_4.java,28458368/28458368_4_recent.java,method,1,35,Agress Yes,Improving Code
323,drjia,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agress Yes,Improving Code
694,dromara,https://stackoverflow.com/questions/60266789,so_60266789_block_2,ELIGIBLE,dataset/before/so_60266789_block_2.java,dataset/after/so_60266789_block_2.java,60266789/60266789_2_recent.java,method,1,13,Agree No,""
642,dsibournemouth,https://stackoverflow.com/questions/10774468,so_10774468_block_2,ELIGIBLE,dataset/before/so_10774468_block_2.java,dataset/after/so_10774468_block_2.java,10774468/10774468_2_recent.java,method,1,95,Agree No,""
107,dunwu,https://stackoverflow.com/questions/58496526,so_58496526_block_2,ELIGIBLE,dataset/before/so_58496526_block_2.java,dataset/after/so_58496526_block_2.java,58496526/58496526_2_207696359.java,method,1,19,Agree No,""
412,ebay,https://stackoverflow.com/questions/13731858,so_13731858_block_2,ELIGIBLE,dataset/before/so_13731858_block_2.java,dataset/after/so_13731858_block_2.java,13731858/13731858_2_recent.java,method,1,19,Agree No,""
167,eclipse-cognicrypt,https://stackoverflow.com/questions/13329885,so_13329885_block_2,ELIGIBLE,dataset/before/so_13329885_block_2.java,dataset/after/so_13329885_block_2.java,13329885/13329885_2_recent.java,method,1,154,Agree No,""
540,eclipse-ee4j,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agress Yes,Improving Code
541,eclipse-ee4j,https://stackoverflow.com/questions/12646338,so_12646338_block_8,ELIGIBLE,dataset/before/so_12646338_block_8.java,dataset/after/so_12646338_block_8.java,12646338/12646338_8_recent.java,run,27,41,Agree No,""
542,eclipse-ee4j,https://stackoverflow.com/questions/32484638,so_32484638_block_2,ELIGIBLE,dataset/before/so_32484638_block_2.java,dataset/after/so_32484638_block_2.java,32484638/32484638_2_recent.java,method,1,63,Agree No,""
543,eclipse-ee4j,https://stackoverflow.com/questions/12646338,so_12646338_block_8,ELIGIBLE,dataset/before/so_12646338_block_8.java,dataset/after/so_12646338_block_8.java,12646338/12646338_8_recent.java,run,27,41,Agree No,""
544,eclipse-ee4j,https://stackoverflow.com/questions/12646338,so_12646338_block_8,ELIGIBLE,dataset/before/so_12646338_block_8.java,dataset/after/so_12646338_block_8.java,12646338/12646338_8_recent.java,run,27,41,Agree No,""
545,eclipse-ee4j,https://stackoverflow.com/questions/12646338,so_12646338_block_8,ELIGIBLE,dataset/before/so_12646338_block_8.java,dataset/after/so_12646338_block_8.java,12646338/12646338_8_recent.java,run,27,41,Agree No,""
140,eclipse-jdt,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
280,eclipse-platform,https://stackoverflow.com/questions/41588054,so_41588054_block_2,ELIGIBLE,dataset/before/so_41588054_block_2.java,dataset/after/so_41588054_block_2.java,41588054/41588054_2_recent.java,method,1,64,Agree No,""
281,eclipse-platform,https://stackoverflow.com/questions/41588054,so_41588054_block_2,ELIGIBLE,dataset/before/so_41588054_block_2.java,dataset/after/so_41588054_block_2.java,41588054/41588054_2_135725905.java,method,1,65,Agress Yes,Improving Code
282,eclipse-platform,https://stackoverflow.com/questions/56297618,so_56297618_block_2,ELIGIBLE,dataset/before/so_56297618_block_2.java,dataset/after/so_56297618_block_2.java,56297618/56297618_2_recent.java,main,6,49,Agree No,""
473,eclipse,https://stackoverflow.com/questions/12738229,so_12738229_block_2,ELIGIBLE,dataset/before/so_12738229_block_2.java,dataset/after/so_12738229_block_2.java,12738229/12738229_2_30063703.java,sortByValue,5,21,Agress Yes,Improving Code
474,eclipse,https://stackoverflow.com/questions/453067,so_453067_block_2,ELIGIBLE,dataset/before/so_453067_block_2.java,dataset/after/so_453067_block_2.java,453067/453067_2_recent.java,method,1,20,Agress Yes,Improving Code
475,eclipse,https://stackoverflow.com/questions/59664498,so_59664498_block_2,ELIGIBLE,dataset/before/so_59664498_block_2.java,dataset/after/so_59664498_block_2.java,59664498/59664498_2_recent.java,method,1,68,Agress Yes,Improving Code
242,elastic,https://stackoverflow.com/questions/33561612,so_33561612_block_2,ELIGIBLE,dataset/before/so_33561612_block_2.java,dataset/after/so_33561612_block_2.java,33561612/33561612_2_recent.java,method,1,33,Agress Yes,Improving Code
720,elunez,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
685,emmanuelbernard,https://stackoverflow.com/questions/9293885,so_9293885_block_2,ELIGIBLE,dataset/before/so_9293885_block_2.java,dataset/after/so_9293885_block_2.java,9293885/9293885_2_recent.java,method,1,18,Agress Yes,Improving Code
775,encryptedsystems,https://stackoverflow.com/questions/14676464,so_14676464_block_2,ELIGIBLE,dataset/before/so_14676464_block_2.java,dataset/after/so_14676464_block_2.java,14676464/14676464_2_recent.java,method,1,15,Agree No,""
657,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
658,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
659,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
660,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agree No,""
661,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
662,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
663,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
664,essexuniversitymcts,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agree No,""
171,eternita,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
172,eternita,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agree No,""
619,eugenp,https://stackoverflow.com/questions/34717151,so_34717151_block_6,ELIGIBLE,dataset/before/so_34717151_block_6.java,dataset/after/so_34717151_block_6.java,34717151/34717151_6_recent.java,method,1,60,Agress Yes,Improving Code
620,eugenp,https://stackoverflow.com/questions/13730854,so_13730854_block_2,ELIGIBLE,dataset/before/so_13730854_block_2.java,dataset/after/so_13730854_block_2.java,13730854/13730854_2_recent.java,method,1,10,Agree No,""
621,eugenp,https://stackoverflow.com/questions/53360610,so_53360610_block_4,ELIGIBLE,dataset/before/so_53360610_block_4.java,dataset/after/so_53360610_block_4.java,53360610/53360610_4_186072235.java,method,1,12,Agress Yes,Improving Code
622,eugenp,https://stackoverflow.com/questions/33943576,so_33943576_block_2,ELIGIBLE,dataset/before/so_33943576_block_2.java,dataset/after/so_33943576_block_2.java,33943576/33943576_2_175039647.java,method,1,15,Agress Yes,Bug Fixing
623,eugenp,https://stackoverflow.com/questions/33085670,so_33085670_block_2,ELIGIBLE,dataset/before/so_33085670_block_2.java,dataset/after/so_33085670_block_2.java,33085670/33085670_2_recent.java,method,1,20,Agress Yes,Improving Code
624,eugenp,https://stackoverflow.com/questions/20765715,so_20765715_block_2,ELIGIBLE,dataset/before/so_20765715_block_2.java,dataset/after/so_20765715_block_2.java,20765715/20765715_2_recent.java,method,1,22,Agress Yes,Improving Code
625,eugenp,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agress Yes,Improving Code
626,eugenp,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agress Yes,Improving Code
627,eugenp,https://stackoverflow.com/questions/52148106,so_52148106_block_4,ELIGIBLE,dataset/before/so_52148106_block_4.java,dataset/after/so_52148106_block_4.java,52148106/52148106_4_181012547.java,method,1,13,Agress Yes,Improving Code
648,evgenyzinoviev,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agree No,""
649,evgenyzinoviev,https://stackoverflow.com/questions/9293885,so_9293885_block_2,ELIGIBLE,dataset/before/so_9293885_block_2.java,dataset/after/so_9293885_block_2.java,9293885/9293885_2_recent.java,method,1,18,Agress Yes,Improving Code
476,evosuite,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
477,evosuite,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
478,evosuite,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
479,evosuite,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
480,evosuite,https://stackoverflow.com/questions/19648723,so_19648723_block_1,ELIGIBLE,dataset/before/so_19648723_block_1.java,dataset/after/so_19648723_block_1.java,19648723/19648723_1_recent.java,method,1,20,Agree No,""
354,f117-sercet,https://stackoverflow.com/questions/58370217,so_58370217_block_2,ELIGIBLE,dataset/before/so_58370217_block_2.java,dataset/after/so_58370217_block_2.java,58370217/58370217_2_recent.java,method,1,45,Agress Yes,Improving Code
21,facebook,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
573,fanhongtao,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agress Yes,Improving Code
574,fanhongtao,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agree No,""
575,fanhongtao,https://stackoverflow.com/questions/3870210,so_3870210_block_4,ELIGIBLE,dataset/before/so_3870210_block_4.java,dataset/after/so_3870210_block_4.java,3870210/3870210_4_recent.java,method,1,29,Agress Yes,Improving Code
576,fanhongtao,https://stackoverflow.com/questions/16799135,so_16799135_block_10,ELIGIBLE,dataset/before/so_16799135_block_10.java,dataset/after/so_16799135_block_10.java,16799135/16799135_10_41317480.java,method,1,23,Agree No,""
577,fanhongtao,https://stackoverflow.com/questions/50578162,so_50578162_block_2,ELIGIBLE,dataset/before/so_50578162_block_2.java,dataset/after/so_50578162_block_2.java,50578162/50578162_2_recent.java,method,1,22,Agree No,""
578,fanhongtao,https://stackoverflow.com/questions/45774144,so_45774144_block_4,ELIGIBLE,dataset/before/so_45774144_block_4.java,dataset/after/so_45774144_block_4.java,45774144/45774144_4_recent.java,method,1,21,Agree No,""
579,fanhongtao,https://stackoverflow.com/questions/54119640,so_54119640_block_4,ELIGIBLE,dataset/before/so_54119640_block_4.java,dataset/after/so_54119640_block_4.java,54119640/54119640_4_189259651.java,mouseClicked,10,26,Agress Yes,Improving Code
10,fesch,https://stackoverflow.com/questions/9709606,so_9709606_block_2,ELIGIBLE,dataset/before/so_9709606_block_2.java,dataset/after/so_9709606_block_2.java,9709606/9709606_2_recent.java,method,1,19,Agress Yes,Improving Code
11,fesch,https://stackoverflow.com/questions/9709606,so_9709606_block_2,ELIGIBLE,dataset/before/so_9709606_block_2.java,dataset/after/so_9709606_block_2.java,9709606/9709606_2_recent.java,method,1,19,Agress Yes,Improving Code
279,firebase,https://stackoverflow.com/questions/59394165,so_59394165_block_2,ELIGIBLE,dataset/before/so_59394165_block_2.java,dataset/after/so_59394165_block_2.java,59394165/59394165_2_211463641.java,method,1,26,Agress Yes,Improving Code
783,flyve-mdm,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agress Yes,Improving Code
176,foxinmy,https://stackoverflow.com/questions/41251473,so_41251473_block_6,ELIGIBLE,dataset/before/so_41251473_block_6.java,dataset/after/so_41251473_block_6.java,41251473/41251473_6_recent.java,method,1,20,Agress Yes,Improving Code
505,freedomotic,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
506,freedomotic,https://stackoverflow.com/questions/59823215,so_59823215_block_2,ELIGIBLE,dataset/before/so_59823215_block_2.java,dataset/after/so_59823215_block_2.java,59823215/59823215_2_recent.java,method,1,17,Agress Yes,Improving Code
673,freeplane,https://stackoverflow.com/questions/61006461,so_61006461_block_2,ELIGIBLE,dataset/before/so_61006461_block_2.java,dataset/after/so_61006461_block_2.java,61006461/61006461_2_recent.java,method,1,96,Agree No,""
499,funwayguy,https://stackoverflow.com/questions/63631995,so_63631995_block_6,ELIGIBLE,dataset/before/so_63631995_block_6.java,dataset/after/so_63631995_block_6.java,63631995/63631995_6_recent.java,method,1,110,Agree No,""
698,geoodk,https://stackoverflow.com/questions/19876516,so_19876516_block_2,ELIGIBLE,dataset/before/so_19876516_block_2.java,dataset/after/so_19876516_block_2.java,19876516/19876516_2_recent.java,method,1,33,Agree No,""
699,geoodk,https://stackoverflow.com/questions/55003173,so_55003173_block_2,ELIGIBLE,dataset/before/so_55003173_block_2.java,dataset/after/so_55003173_block_2.java,55003173/55003173_2_recent.java,method,1,12,Agress Yes,Bug Fixing
4,getodk,https://stackoverflow.com/questions/55003173,so_55003173_block_2,ELIGIBLE,dataset/before/so_55003173_block_2.java,dataset/after/so_55003173_block_2.java,55003173/55003173_2_recent.java,method,1,12,Agress Yes,Bug Fixing
199,giginet,https://stackoverflow.com/questions/9293885,so_9293885_block_2,ELIGIBLE,dataset/before/so_9293885_block_2.java,dataset/after/so_9293885_block_2.java,9293885/9293885_2_recent.java,method,1,18,Agress Yes,Improving Code
228,giloutho,https://stackoverflow.com/questions/32164598,so_32164598_block_8,ELIGIBLE,dataset/before/so_32164598_block_8.java,dataset/after/so_32164598_block_8.java,32164598/32164598_8_recent.java,method,1,15,Agress Yes,Bug Fixing
240,gitlab4j,https://stackoverflow.com/questions/22918204,so_22918204_block_2,ELIGIBLE,dataset/before/so_22918204_block_2.java,dataset/after/so_22918204_block_2.java,22918204/22918204_2_62450522.java,serialize,3,14,Agree No,""
235,gluufederation,https://stackoverflow.com/questions/47622507,so_47622507_block_4,ELIGIBLE,dataset/before/so_47622507_block_4.java,dataset/after/so_47622507_block_4.java,47622507/47622507_4_196832552.java,method,1,29,Agress Yes,Improving Code
322,gmu-swe,https://stackoverflow.com/questions/19340685,so_19340685_block_2,ELIGIBLE,dataset/before/so_19340685_block_2.java,dataset/after/so_19340685_block_2.java,19340685/19340685_2_49198640.java,method,1,30,Agress Yes,Improving Code
250,google,https://stackoverflow.com/questions/60565131,so_60565131_block_4,ELIGIBLE,dataset/before/so_60565131_block_4.java,dataset/after/so_60565131_block_4.java,60565131/60565131_4_recent.java,method,1,18,Agress Yes,Improving Code
251,google,https://stackoverflow.com/questions/41251473,so_41251473_block_6,ELIGIBLE,dataset/before/so_41251473_block_6.java,dataset/after/so_41251473_block_6.java,41251473/41251473_6_134298162.java,method,1,20,Agress Yes,Improving Code
252,google,https://stackoverflow.com/questions/29330741,so_29330741_block_6,ELIGIBLE,dataset/before/so_29330741_block_6.java,dataset/after/so_29330741_block_6.java,29330741/29330741_6_86929181.java,method,1,13,Agress Yes,Improving Code
253,google,https://stackoverflow.com/questions/29330741,so_29330741_block_6,ELIGIBLE,dataset/before/so_29330741_block_6.java,dataset/after/so_29330741_block_6.java,29330741/29330741_6_86929181.java,method,1,13,Agree No,""
254,google,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agree No,""
255,google,https://stackoverflow.com/questions/29866762,so_29866762_block_2,ELIGIBLE,dataset/before/so_29866762_block_2.java,dataset/after/so_29866762_block_2.java,29866762/29866762_2_89013107.java,method,1,40,Agress Yes,Improving Code
256,google,https://stackoverflow.com/questions/46830988,so_46830988_block_4,ELIGIBLE,dataset/before/so_46830988_block_4.java,dataset/after/so_46830988_block_4.java,46830988/46830988_4_158689916.java,method,1,19,Agree No,""
257,google,https://stackoverflow.com/questions/16799135,so_16799135_block_10,ELIGIBLE,dataset/before/so_16799135_block_10.java,dataset/after/so_16799135_block_10.java,16799135/16799135_10_41317480.java,method,1,23,Agress Yes,Improving Code
258,google,https://stackoverflow.com/questions/29230939,so_29230939_block_4,ELIGIBLE,dataset/before/so_29230939_block_4.java,dataset/after/so_29230939_block_4.java,29230939/29230939_4_201996375.java,method,1,25,Agress Yes,Improving Code
259,google,https://stackoverflow.com/questions/29230939,so_29230939_block_4,ELIGIBLE,dataset/before/so_29230939_block_4.java,dataset/after/so_29230939_block_4.java,29230939/29230939_4_201996375.java,method,1,25,Agress Yes,Improving Code
260,google,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
261,google,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
262,google,https://stackoverflow.com/questions/24127188,so_24127188_block_2,ELIGIBLE,dataset/before/so_24127188_block_2.java,dataset/after/so_24127188_block_2.java,24127188/24127188_2_recent.java,method,1,32,Agress Yes,Improving Code
263,google,https://stackoverflow.com/questions/57997601,so_57997601_block_2,ELIGIBLE,dataset/before/so_57997601_block_2.java,dataset/after/so_57997601_block_2.java,57997601/57997601_2_recent.java,method,1,22,Agress Yes,Improving Code
264,google,https://stackoverflow.com/questions/30942772,so_30942772_block_4,ELIGIBLE,dataset/before/so_30942772_block_4.java,dataset/after/so_30942772_block_4.java,30942772/30942772_4_recent.java,method,1,62,Agree No,""
265,google,https://stackoverflow.com/questions/30942772,so_30942772_block_4,ELIGIBLE,dataset/before/so_30942772_block_4.java,dataset/after/so_30942772_block_4.java,30942772/30942772_4_recent.java,method,1,62,Agree No,""
549,googleapis,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
739,googlecreativelab,https://stackoverflow.com/questions/28039909,so_28039909_block_2,ELIGIBLE,dataset/before/so_28039909_block_2.java,dataset/after/so_28039909_block_2.java,28039909/28039909_2_recent.java,method,1,13,Agree No,""
652,googlesamples,https://stackoverflow.com/questions/28039909,so_28039909_block_2,ELIGIBLE,dataset/before/so_28039909_block_2.java,dataset/after/so_28039909_block_2.java,28039909/28039909_2_recent.java,method,1,13,Agree No,""
470,grahamar,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
25,grakic,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
711,graxcode,https://stackoverflow.com/questions/3519182,so_3519182_block_2,ELIGIBLE,dataset/before/so_3519182_block_2.java,dataset/after/so_3519182_block_2.java,3519182/3519182_2_7342658.java,method,1,17,Agree No,""
643,grpc-nebula,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
644,grpc-nebula,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
645,grpc-nebula,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
646,grpc-nebula,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
500,grpc,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
501,grpc,https://stackoverflow.com/questions/54298032,so_54298032_block_2,ELIGIBLE,dataset/before/so_54298032_block_2.java,dataset/after/so_54298032_block_2.java,54298032/54298032_2_190009745.java,copy,52,65,Agree No,""
415,h-mdm,https://stackoverflow.com/questions/4429257,so_4429257_block_2,ELIGIBLE,dataset/before/so_4429257_block_2.java,dataset/after/so_4429257_block_2.java,4429257/4429257_2_9347476.java,newBundle,2,32,Agree No,""
277,h819,https://stackoverflow.com/questions/5079864,so_5079864_block_2,ELIGIBLE,dataset/before/so_5079864_block_2.java,dataset/after/so_5079864_block_2.java,5079864/5079864_2_136918794.java,method,1,13,Agree No,""
785,hak5,https://stackoverflow.com/questions/6702420,so_6702420_block_2,ELIGIBLE,dataset/before/so_6702420_block_2.java,dataset/after/so_6702420_block_2.java,6702420/6702420_2_89518975.java,main,9,18,Agree No,""
44,hantsy,https://stackoverflow.com/questions/29226591,so_29226591_block_2,ELIGIBLE,dataset/before/so_29226591_block_2.java,dataset/after/so_29226591_block_2.java,29226591/29226591_2_recent.java,method,1,30,Agress Yes,Improving Code
179,hapjs-platform,https://stackoverflow.com/questions/19876516,so_19876516_block_2,ELIGIBLE,dataset/before/so_19876516_block_2.java,dataset/after/so_19876516_block_2.java,19876516/19876516_2_recent.java,method,1,33,Agree No,""
180,hapjs-platform,https://stackoverflow.com/questions/52144662,so_52144662_block_2,ELIGIBLE,dataset/before/so_52144662_block_2.java,dataset/after/so_52144662_block_2.java,52144662/52144662_2_181397043.java,method,1,97,Agress Yes,Improving Code
726,haptic-apps,https://stackoverflow.com/questions/27436796,so_27436796_block_2,ELIGIBLE,dataset/before/so_27436796_block_2.java,dataset/after/so_27436796_block_2.java,27436796/27436796_2_recent.java,method,1,69,Agress Yes,Improving Code
